avg_prediction_words,deletions,exact_match,function_word_error_rate,insertions,non_empty_ratio,prediction_path,prediction_reference_length_ratio,rare_word_error_rate,substitutions,system,utterances,wer,wer_duration_10-15s,wer_duration_5-10s,wer_duration_ge15s,wer_duration_lt5s
20.127480916030535,530,225,0.08838432122370937,688,1.0,results/predictions/deep_dive/e15d_bilstm_layer8_ctc_test.jsonl,1.003005173463177,0.5034222656795642,9073,e15d_bilstm_layer8_ctc,2620,0.1957356968959221,0.15813096096818147,0.18587896253602307,0.1524543474618864,0.31076406049224076
17.6633505769996,290,396,0.03900850990918956,329,1.0,results/predictions/deep_dive/e16a_top4_finetune_dev.jsonl,1.0008793884867753,0.4530956848030019,5534,e16a_top4_finetune,2513,0.13874044510586483,0.1358819373577204,0.13641934571509381,,0.14697960754136205
20.10381679389313,321,394,0.04216061185468451,417,1.0,results/predictions/deep_dive/e16a_top4_finetune_test.jsonl,1.0018259281801583,0.4577454951808912,6834,e16a_top4_finetune,2620,0.14402008520998175,0.14033822232908552,0.1408778541343383,0.13829787234042554,0.1609172679648117
17.661758853959412,269,498,0.037466445827859955,304,1.0,results/predictions/deep_dive/e16b_top5_finetune_dev.jsonl,1.000789194795824,0.4075984990619137,4829,e16b_top5_finetune,2513,0.1218065796297549,0.1184551377659157,0.11779956632412558,,0.13409003462870334
20.113358778625955,286,504,0.03948374760994264,407,1.0,results/predictions/deep_dive/e16b_top5_finetune_test.jsonl,1.0023014303104079,0.41318619918983096,5941,e16b_top5_finetune,2620,0.12617924528301888,0.12158371403382223,0.12247838616714697,0.12288490534427877,0.14233468419491943
17.666136092319935,277,562,0.04009366611456965,323,1.0,results/predictions/deep_dive/e16c_top8_finetune_dev.jsonl,1.0010372274459403,0.38477173233270795,4544,e16c_top8_finetune,2513,0.11598908656339489,0.1137451919302928,0.11200150843782408,,0.12687572143131973
20.096564885496182,324,584,0.04144359464627151,401,1.0,results/predictions/deep_dive/e16c_top8_finetune_test.jsonl,1.0014645465611687,0.38971923452996227,5559,e16c_top8_finetune,2620,0.11952221545952525,0.1182976677085838,0.1152183551318998,0.11760763947059809,0.13096767816546406
17.572224432948666,976,43,0.14049917185447483,786,1.0,results/predictions/deep_dive/e17_k1000_centroid_bilstm_ctc_dev.jsonl,0.9957157996798124,0.7202939337085679,12435,e17_k1000_centroid_bilstm_ctc,2513,0.3201199576089653,0.27011539367297277,0.28514188743282737,,0.4527702962677953
20.062595419847327,1070,45,0.14956978967495219,1058,1.0,results/predictions/deep_dive/e17_k1000_centroid_bilstm_ctc_test.jsonl,0.9997717589774803,0.717558318200866,15280,e17_k1000_centroid_bilstm_ctc,2620,0.33110164333536213,0.28508455558227136,0.32265573043671025,0.27441782543139553,0.46980330137392506
17.538400318344607,1202,24,0.16682848820606544,927,1.0,results/predictions/deep_dive/e17_k500_centroid_bilstm_ctc_dev.jsonl,0.9937991837470969,0.7722013758599124,14178,e17_k500_centroid_bilstm_ctc,2513,0.3676971295857855,0.31376089174974486,0.33520316771943054,,0.5000961908426318
